OrderID,DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderedAmount,DiscountAmount,ShippingCost,TotalAmount
56,20230605,416,52,469,4,871,110.9429256898394,104.44483755804823,864.5019118682088
57,20240713,521,34,722,11,707,60.69893095280323,97.08735555888317,743.3884246060799
58,20200120,301,91,709,5,639,14.654300378562489,74.25163562456173,698.5973352459991
59,20230410,786,58,458,19,143,15.752934788811512,7.301590362114108,134.5486555733026
60,20240713,599,28,835,4,925,37.365332441923115,67.14116133274777,954.7758288908246
61,20220423,546,57,875,16,479,31.50744161811653,65.519719191534,513.0122775734175
62,20200430,875,68,389,19,241,28.302636898104737,32.54715973374729,245.24452283564256
63,20231021,150,45,532,14,497,55.84940476450706,26.132223387722906,467.2828186232158
64,20240127,632,87,804,1,233,8.48729674096144,13.59619559462199,238.10889885366058
65,20230921,600,100,87,14,130,15.440823568989355,16.350180918777767,130.90935734978842
66,20210131,668,26,642,14,650,95.68549295661384,40.682199790731985,594.9967068341181
67,20230316,385,87,752,2,487,66.14076091143163,40.26510199280154,461.1243410813699
68,20200905,166,47,924,11,207,16.850168979899582,27.06451656059977,217.21434758070018
69,20201203,549,51,777,20,690,36.602419187247314,72.00517526408045,725.4027560768332
70,20200406,906,58,797,15,934,26.03547520790943,50.04588248125396,958.0104072733445
71,20231007,628,25,870,18,870,68.95272813265395,103.2333812245274,904.2806530918734
72,20221101,990,55,108,11,498,19.23452162449399,38.3649858922271,517.1304642677331
73,20210801,759,16,950,3,696,61.18960044087211,37.61509411392505,672.4254936730529
74,20211109,48,40,940,16,889,90.89575912894166,44.494561007329004,842.5988018783873
75,20230214,589,60,360,4,210,13.74447896169796,14.572023525303292,210.82754456360533
76,20230319,285,28,640,7,879,82.29750273094534,99.36355091359053,896.0660481826452
77,20210722,535,26,405,5,723,26.46797653924244,44.15807885503721,740.6901023157948
78,20220916,167,2,269,17,606,62.57818560286269,72.90052858032152,616.3223429774588
79,20240819,227,37,346,18,610,21.212804699231302,78.06681275935505,666.8540080601236
80,20200106,755,13,559,14,443,25.810885730677775,46.205384089973414,463.3944983592956
81,20210329,165,52,873,11,999,47.2609296159498,146.46748641542058,1098.206556799471
82,20230218,336,33,129,5,384,8.05181840033785,42.556278732243236,418.50446033190536
83,20200310,382,98,367,19,952,80.89025541738177,122.05456860811294,993.1643131907311
84,20230810,870,38,223,19,981,54.392940088565936,127.73001954397954,1054.3370794554135
85,20231130,75,39,156,14,1000,118.27872228301247,125.99242010692876,1007.7136978239163
86,20230309,719,71,698,3,590,15.309700533824056,87.46016734219677,662.1504668083727
87,20200110,716,46,730,4,126,6.839883315891379,14.424641686484032,133.58475837059265
88,20241002,38,64,398,19,593,63.54854912826158,58.09723453307779,587.5486854048162
89,20221014,20,66,856,9,987,23.186488425562302,114.40616932895078,1078.2196809033885
90,20200101,815,86,593,9,160,10.546346561443631,12.248901873529285,161.70255531208565
91,20210506,991,87,57,7,376,51.72496966300752,34.27359656246288,358.54862689945537
92,20230518,933,78,1,12,854,59.75685739295849,71.64444334149788,865.8875859485394
93,20240419,538,8,207,4,215,15.944312593852455,27.523027354116604,226.57871476026415
94,20200316,395,59,340,11,399,28.59625574115474,53.43095658137378,423.83470084021906
95,20211015,665,80,805,14,954,99.19311296208765,77.1223452321025,931.9292322700148
96,20211102,303,56,104,17,754,99.50767207447704,55.15233381517429,709.6446617406973
97,20240313,560,57,890,13,350,46.41527060542085,39.26719203519755,342.85192142977667
98,20241108,514,86,93,13,810,104.89421851065667,45.13587868338925,750.2416601727326
99,20210317,557,33,448,11,999,115.70330084098745,61.05783153005982,944.3545306890724
100,20220131,189,5,493,3,196,16.48569411476717,13.034718991973223,192.54902487720605
101,20231130,745,97,825,1,641,29.835919510984812,90.58140383296347,701.7454843219787
102,20220227,512,39,103,3,437,35.653413334990894,26.278208140642004,427.6247948056511
103,20220525,853,21,287,5,395,31.677493541865985,23.49423922580703,386.816745683941
104,20200424,672,69,170,10,320,8.401887186811733,25.002506265342063,336.6006190785303
105,20220921,286,38,341,16,178,26.387377808461256,9.481464350781843,161.09408654232058
106,20200111,710,47,836,2,603,36.11425977002175,65.33358563184633,632.2193258618246
107,20211230,156,11,628,7,953,95.32053750321292,129.29023463381702,986.9696971306041
108,20220403,995,42,822,1,261,38.02946071077229,37.76697349582096,260.7375127850487
109,20200114,748,10,600,17,250,28.27940551364765,17.54011212857481,239.26070661492716
110,20221125,268,40,913,17,648,61.04844472446936,39.18680213355833,626.1383574090889
111,20230517,585,63,31,18,697,99.59344743260401,88.49128034332583,685.8978329107218
112,20200703,861,94,467,17,388,16.379751714849117,20.39904434988902,392.0192926350399
113,20210429,327,1,614,7,522,58.673149566574395,62.67593393584304,526.0027843692686
114,20240120,136,13,150,3,788,113.45489933489107,61.487357583612926,736.0324582487219
115,20241115,439,42,277,20,752,50.15772132099283,47.29049114598679,749.132769824994
116,20220907,765,25,269,20,873,70.96640570582828,101.94369082284828,903.9772851170201
117,20210223,810,1,980,13,190,14.649511662204535,17.891418171584956,193.2419065093804
118,20240620,294,17,716,8,332,30.46332158202521,37.50411155472498,339.04078997269977
119,20221019,294,56,40,18,199,24.832122840309495,13.610948972383882,187.77882613207439
120,20210926,714,82,549,11,290,12.033708046202872,20.515073317402344,298.4813652711995
121,20230809,322,82,442,3,363,50.90003562573813,33.873048346542085,345.9730127208039
122,20210909,764,46,863,5,420,46.92516201467959,48.53060382014632,421.60544180546674
123,20210508,231,70,909,8,713,66.18597951668185,85.99516698990989,732.809187473228
124,20240707,537,84,18,17,701,23.355329815476193,40.414143584849995,718.0588137693737
125,20230604,503,2,834,11,701,61.36972002042747,52.86472733211451,692.495007311687
126,20230102,488,87,426,7,469,57.874056619767465,58.839641159539,469.9655845397715
127,20200613,476,78,340,15,544,41.65141400511143,47.64242150968296,549.9910075045716
128,20230112,716,62,686,18,300,34.371143762586215,43.88166531273009,309.5105215501439
129,20230906,162,59,808,10,211,14.437630823818516,14.502245126394019,211.0646143025755
130,20220323,338,81,890,9,184,17.150275388858233,17.013381309648167,183.86310592078993
131,20201031,402,2,878,18,138,17.6374754848299,11.289809103195745,131.65233361836584
132,20230930,620,20,205,11,371,51.55283995561144,51.51002743734317,370.95718748173175
133,20200128,375,77,500,13,715,102.00762003519617,50.43934438390236,663.4317243487062
134,20230828,562,6,585,1,275,31.774068104150626,34.58794716612753,277.81387906197693
135,20220619,653,44,996,13,630,90.13736882176924,51.9038700078861,591.7665011861169
136,20200208,144,87,972,13,421,14.184976334732259,37.888674109728406,444.70369777499616
137,20220216,826,89,997,12,983,21.309154783540063,90.83366908651789,1052.5245143029779
138,20230926,82,90,533,3,280,33.40467865957345,39.34198540597918,285.93730674640574
139,20210426,711,71,505,1,343,27.540801424321547,24.92648087442715,340.3856794501056
140,20241206,799,9,596,19,259,19.798323557354532,28.491201002592064,267.6928774452375
141,20210619,547,47,848,20,981,22.925324297501874,100.60630704815983,1058.680982750658
142,20240610,993,93,39,20,510,53.24630433487437,45.81526291550144,502.56895858062705
143,20210704,614,12,151,12,385,20.602571479989173,25.09582201062514,389.4932505306359
144,20230127,667,45,975,14,991,143.87802543567153,136.65507650867428,983.7770510730027
145,20210123,996,67,203,11,725,66.40139894289018,97.58644213854983,756.1850431956597
146,20231028,556,66,523,6,514,41.84372676948746,30.103043093689564,502.2593163242021
147,20220101,587,39,454,13,350,26.315844435463546,44.64619647918636,368.3303520437228
148,20201010,745,100,971,1,405,58.80934420820757,47.526562984797565,393.71721877659
149,20240316,155,55,358,8,544,31.435410110098424,61.4290493544165,573.993639244318
150,20220303,214,27,437,3,993,52.16721384502283,70.46913225432247,1011.3019184092997
151,20240310,756,93,759,18,664,29.161505436575442,84.06248701754969,718.9009815809742
152,20200408,881,23,742,7,760,32.21840027722173,105.79072783043111,833.5723275532094
153,20201125,668,12,928,6,953,60.60708351184076,93.56521642959696,985.9581329177562
154,20220107,314,20,765,7,713,44.282807207483025,74.69656204573728,743.4137548382542
155,20240108,994,42,521,8,591,40.77571676736985,34.79184857697877,585.0161318096089
156,20241212,776,77,8,15,681,69.7422513782048,94.05731504661308,705.3150636684082
157,20200421,535,17,926,9,513,75.7379456364997,71.23708542271949,508.49913978621976
158,20230602,600,35,787,17,509,29.831052187566762,44.84721584257904,524.0161636550123
159,20211102,950,14,795,1,121,9.760015776074873,17.38807334403481,128.62805756795993
160,20221026,626,95,230,10,188,9.042262248962702,17.416061524794735,196.37379927583203
161,20231027,702,45,203,4,341,44.80282691616755,19.523207273048154,315.72038035688064
162,20210129,372,97,757,16,565,46.43854488757172,82.94222276669534,601.5036778791235
163,20200507,801,14,627,1,952,41.29102810152634,99.7754355070297,1010.4844074055034
164,20231116,721,35,834,12,1000,74.36782182532276,106.98069422731326,1032.6128724019904
165,20200611,678,34,898,14,249,10.571543306135782,36.52578498507044,274.95424167893464
166,20241017,780,49,718,9,653,48.87545091149984,73.4501537889798,677.57470287748
167,20231204,587,8,151,18,811,49.46330598481112,60.16661789914823,821.7033119143372
168,20220305,354,60,193,10,858,21.903199864079884,58.426161580892405,894.5229617168126
169,20200217,176,15,946,14,650,41.84521223425375,74.07518653563685,682.2299743013831
170,20210902,93,54,208,15,227,8.719196828875436,29.7287304413867,248.00953361251126
171,20210223,381,35,321,12,571,48.49938153407703,73.17127522850312,595.6718936944261
172,20200208,810,17,723,2,368,42.8500440357398,49.42339298107746,374.57334894533767
173,20230420,61,86,908,10,992,116.24925486089977,74.26065324866784,950.011398387768
174,20201225,624,44,237,2,410,51.53608086287292,39.07573584924312,397.5396549863702
175,20240805,598,53,573,15,726,84.62500692780362,57.36695882682912,698.7419518990255
176,20231115,299,89,342,6,474,27.046210882589694,55.09626929342699,502.05005841083727
177,20200820,316,40,713,5,996,141.83617070453747,148.9518284585558,1003.1156577540183
178,20230907,225,31,802,10,487,23.814101543732225,69.64701905194752,532.8329175082152
179,20220518,561,44,386,3,641,53.47845798568017,86.05857326975027,673.5801152840701
180,20201027,535,75,816,12,370,11.146731016792996,44.24507940677204,403.09834838997904
181,20210715,851,76,881,6,450,17.69216215589421,23.11184679455741,455.4196846386632
182,20200908,458,77,973,8,404,10.561205187684733,23.193488775792922,416.6322835881082
183,20220615,371,77,12,12,532,59.2089966699017,76.77523752365893,549.5662408537572
184,20220701,353,67,544,16,621,84.5901180473833,85.65487851681436,622.0647604694311
185,20200826,890,41,331,18,162,3.5864294600348448,13.705285396026424,172.11885593599158
186,20230213,519,73,912,1,660,95.7535651715815,42.912029998643796,607.1584648270623
187,20240722,805,71,218,11,220,29.77377090927436,21.752614704219102,211.97884379494474
188,20231109,762,77,765,11,158,14.983476240001114,23.212679568009964,166.22920332800885
189,20210514,317,76,743,3,148,6.251865465722074,14.741515134018,156.48964966829593
190,20210314,971,49,235,11,357,39.154970983513294,37.30063662373174,355.14566564021845
191,20240320,108,10,148,19,443,46.32532609804632,56.768694565258556,453.4433684672122
192,20231127,23,2,116,20,253,18.92703723333765,22.632888278714955,256.7058510453773
193,20211115,903,86,195,11,289,11.50671108640838,15.593213257657743,293.0865021712494
194,20200201,253,55,583,2,283,15.251536577689603,36.9464428087305,304.69490623104093
195,20240703,596,95,836,5,506,13.902652554753875,65.31531422107214,557.4126616663183
196,20220528,986,75,271,8,106,5.6890225584538525,14.841546801808082,115.15252424335422
197,20220202,945,74,244,17,200,21.975638934560333,22.36015871399633,200.384519779436
198,20241101,235,10,749,11,393,19.429556406208008,39.422513325029975,412.99295691882196
199,20220205,274,44,603,15,270,18.36923048250182,28.106084774766945,279.73685429226515
200,20240201,137,18,781,12,884,27.546275656558393,50.34975347820538,906.803477821647
201,20240730,902,73,576,15,304,36.60742531406437,37.99636382378615,305.3889385097218
202,20231110,759,72,678,5,180,18.053502294207185,25.64591558549607,187.5924132912889
203,20221130,985,27,403,10,330,9.2336796686934,47.45379219552665,368.22011252683325
204,20210424,112,37,45,17,760,111.96373578463702,106.56743699076688,754.6037012061298
205,20240925,56,85,696,10,170,19.328439951160284,17.998248299110177,168.6698083479499
206,20221102,401,29,686,16,582,84.35477453169115,41.77348603193871,539.4187115002476
207,20220123,87,75,471,15,920,68.20750627329578,120.98382760406685,972.7763213307711
208,20230223,357,81,736,16,352,44.826058637246284,35.7102393651021,342.88418072785583
209,20240313,898,61,661,13,186,8.706662694377227,23.062700663034803,200.35603796865757
210,20200212,9,32,263,13,108,8.77597919123532,15.117980422698107,114.34200123146279
211,20241125,650,77,618,16,240,7.859525230180582,16.570557461177152,248.71103223099655
212,20230914,741,14,822,2,574,78.27243273264337,35.40153606477787,531.1291033321345
213,20240502,728,32,539,20,968,120.01041796975714,53.19857858007265,901.1881606103155
214,20210713,350,49,213,15,491,21.68465124703186,45.26095300945464,514.5763017624228
215,20211008,289,72,968,9,331,33.19421160485721,28.32627565058425,326.132064045727
216,20210314,375,17,822,1,687,53.54635585623725,59.766193658362354,693.2198378021251
217,20230624,881,36,108,14,901,110.94994810531327,65.09993682630211,855.1499887209889
218,20211227,263,14,702,20,166,11.172138167447178,9.798287934163897,164.62614976671674
219,20230910,965,84,150,16,972,56.91457562550533,124.48449192451366,1039.5699162990084
220,20220314,815,31,399,11,728,104.43037046156294,103.48160655599995,727.0512360944371
221,20210714,375,99,772,14,470,37.466869436289045,59.69007959208369,492.2232101557947
222,20230223,668,56,951,8,580,85.39669070510463,43.19128549322307,537.7945947881185
223,20200623,43,62,617,20,441,37.65953642107324,50.15115646983717,453.49162004876393
224,20240903,180,72,615,12,612,31.236746098906863,72.20221890557427,652.9654728066673
225,20210420,503,26,677,5,169,4.304288218029284,18.704987625954338,183.40069940792506
226,20230510,257,14,27,6,654,96.24482485314071,71.5161573643959,629.2713325112552
227,20210508,182,23,14,20,950,59.51764821986244,107.1131071452476,997.5954589253852
228,20240221,502,68,343,15,961,59.08650437679115,107.91195866139327,1009.8254542846021
229,20210518,856,88,737,6,942,66.0814593594301,61.473176092544676,937.3917167331145
230,20220113,123,98,612,7,168,14.788145491766006,19.773103859111394,172.98495836734537
231,20210417,757,79,894,13,176,20.604900974716024,14.41428420997493,169.8093832352589
232,20201024,590,10,670,12,916,52.312940120119016,131.2030671628483,994.8901270427293
233,20210113,371,86,637,17,127,2.922724921439947,7.829172065010168,131.9064471435702
234,20200412,64,30,151,13,211,5.633904585975653,31.332004785613226,236.6981001996376
235,20231029,929,66,311,15,683,101.42488860501912,96.94871883969206,678.523830234673
236,20220910,436,23,261,7,248,8.892853958228997,26.61432822168041,265.7214742634514
237,20240430,519,13,405,6,710,67.1166294190293,93.31857131452253,736.2019418954932
238,20201230,843,47,249,13,897,73.91293648227305,113.12479039640132,936.2118539141283
239,20201230,584,38,656,8,373,27.508760711374705,37.47797898177586,382.96921827040114
240,20230429,919,2,878,19,382,7.871996709295301,24.492173102464317,398.62017639316906
241,20240310,298,10,194,8,968,86.11356863172429,77.71025914656676,959.5966905148424
242,20240509,856,60,829,14,595,52.977391351594065,62.85604957086722,604.8786582192731
243,20210404,570,36,209,19,564,57.21120282809396,69.38451112876209,576.1733083006682
244,20200804,168,17,789,2,533,29.96255098416656,35.09705746805139,538.1345064838848
245,20200422,854,66,613,7,713,39.05002459963666,53.44887720708322,727.3988526074465
246,20220623,727,94,414,9,654,36.62107255147749,61.63834461625513,679.0172720647777
247,20230608,852,12,703,3,319,47.57632047570933,30.495729296995478,301.91940882128614
248,20200410,898,99,316,15,296,30.80271434867035,23.85972727921348,289.0570129305431
249,20230915,502,74,667,15,440,16.918261002816624,38.338770478421765,461.4205094756052
250,20211219,21,71,333,19,545,65.29682248216471,56.75404532962569,536.457222847461
251,20200605,680,81,639,4,612,56.273934748408784,40.98417820370775,596.710243455299
252,20210107,460,11,868,18,781,114.02248714726049,94.35410708651605,761.3316199392556
253,20210215,917,6,287,16,795,46.78759691875938,82.96722417538726,831.1796272566279
254,20220121,186,8,909,13,863,88.96237029460701,53.11679448539752,827.1544241907905
255,20200206,935,28,488,20,931,133.03561098071958,115.62131340102628,913.5857024203067
256,20200728,451,74,499,18,498,33.3096740562751,62.899145268187354,527.5894712119123
257,20201027,247,28,770,16,996,109.49575888518352,109.19807167842423,995.7023127932407
258,20220331,668,54,757,12,378,49.46806185143812,26.92134361842744,355.45328176698933
259,20220327,968,25,600,10,325,22.286217203049056,44.639309273337865,347.3530920702888
260,20230704,846,46,838,4,184,22.797965302872697,25.807296993832463,187.00933169095978
261,20240129,276,90,498,3,977,127.77215480030378,83.64417140131282,932.8720166010091
262,20231005,638,53,8,9,365,8.344660700942628,23.981544115408038,380.6368834144654
263,20230609,404,82,284,13,444,66.06651659471287,24.537956810221182,402.4714402155083
264,20200619,921,52,50,14,721,84.55810518494282,45.223809118390534,681.6657039334477
265,20240905,625,5,653,15,908,87.96011654201776,131.29699356189076,951.336877019873
266,20240607,381,24,655,7,194,19.232230737380007,12.447159098506411,187.2149283611264
267,20231009,144,74,769,11,178,21.73795411088511,17.460063111057178,173.72210900017205
268,20200306,358,40,808,13,869,92.67873775677745,75.70490780586606,852.0261700490886
269,20241215,183,58,426,1,455,66.64202619492895,66.75864158626933,455.1166153913404
270,20201220,261,100,901,1,132,5.575032002285561,19.385482005061146,145.81045000277558
271,20241221,602,33,551,16,574,28.04086487923769,81.31852080810864,627.2776559288709
272,20200216,223,2,115,2,770,43.540757673736,86.19510749227096,812.6543498185349
273,20210831,890,77,719,11,817,31.657934710110144,106.36592845086274,891.7079937407526
274,20200324,116,46,490,20,274,15.602813713062954,35.788987177907316,294.18617346484433
275,20231020,711,69,197,13,782,114.54312969660205,92.98657359163187,760.4434438950299
276,20201228,387,18,739,13,599,20.801636466013314,46.07808106166349,624.2764445956502
277,20240217,70,91,667,11,249,22.95866417599136,22.394758648730235,248.43609447273886
278,20200421,606,14,987,8,820,36.988678917762684,95.75879479870207,878.7701158809394
279,20210504,916,84,226,9,995,146.9862573875567,50.04753746754573,898.061280079989
280,20200810,754,69,300,13,984,132.25633190103,83.12102899794313,934.8646970969131
281,20200405,699,91,261,6,447,14.359229518487853,58.05415397611413,490.6949244576263
282,20230426,557,60,972,6,290,39.847104582109324,21.737249895144704,271.89014531303536
283,20240226,357,56,91,17,377,13.99066356831125,27.82628286153827,390.835619293227
284,20230621,417,28,681,13,653,73.51907875514308,47.00540964701658,626.4863308918735
285,20201104,85,45,867,8,379,12.721635602890334,28.818224196135336,395.09658859324503
286,20230828,463,37,729,8,718,23.043518816053627,96.16994495598318,791.1264261399295
287,20241231,476,92,377,4,414,12.884708788056892,30.226076916144123,431.3413681280872
288,20220310,979,9,805,2,406,60.343373898316685,42.57147608035603,388.2281021820393
289,20230117,228,90,466,5,228,9.635247521460402,21.562195421571555,239.92694790011114
290,20240504,51,40,651,5,379,34.57145395363673,43.079831390112474,387.50837743647577
291,20240928,257,23,948,9,390,17.495984806712926,19.922423092802404,392.4264382860895
292,20220212,746,70,947,19,678,84.52395438481808,54.03759284377428,647.5136384589562
293,20230412,553,19,238,13,481,51.33038593735334,31.309681743059798,460.97929580570644
294,20241220,780,88,449,2,798,116.51414060725487,110.36998089392728,791.8558402866724
295,20201223,841,52,663,12,149,11.520620413195703,12.272108175907466,149.75148776271178
296,20240610,108,100,287,10,812,72.44671374520675,57.60511759613735,797.1584038509305
297,20221129,220,8,66,17,473,23.452011995581515,64.58949625159411,514.1374842560126
298,20210409,864,5,225,13,415,58.310176470528845,42.444394747615604,399.13421827708675
299,20230607,516,97,728,10,354,24.03933931879664,49.69845208590028,379.65911276710364
300,20230606,929,42,269,15,794,101.78004806782728,41.828857506397924,734.0488094385707
301,20200913,772,75,135,20,444,36.55441972398625,55.25854409340744,462.70412436942115
302,20230125,897,77,402,19,406,58.16949229499891,49.583016236480276,397.41352394148134
303,20210911,810,28,303,5,855,46.745634856271465,53.25859776149807,861.5129629052267
304,20230508,223,46,982,5,445,16.017183661642708,36.605000369537045,465.5878167078943
305,20230407,434,74,928,13,920,81.55043350905567,101.61808561077932,940.0676521017236
306,20231118,999,36,866,13,160,13.598955658660332,16.558571032770484,162.95961537411014
307,20210801,679,12,842,9,166,12.151596611447012,14.07975149117633,167.9281548797293
308,20220904,373,1,224,2,482,9.764375678789557,54.136690141200894,526.3723144624113
309,20231029,525,75,399,12,280,34.962645318838455,36.66787617933909,281.70523086050065
310,20220210,881,7,643,19,945,33.923457547777076,140.53663869994998,1051.613181152173
311,20200323,670,26,871,1,301,30.531913970847548,28.3419904437539,298.81007647290636
312,20200115,207,66,286,18,265,20.400181252778555,38.48898532439481,283.08880407161627
313,20211114,172,82,874,5,529,60.59561402800659,71.43770530201516,539.8420912740086
314,20200604,618,70,932,19,544,66.51476528486216,41.13235992281407,518.6175946379519
315,20220110,399,24,808,5,287,25.01168823503685,31.776649200974134,293.7649609659373
316,20210211,97,72,307,2,946,74.44235003179548,131.6519716052302,1003.2096215734347
317,20231030,483,93,527,5,688,77.59968695157413,87.49263070391984,697.8929437523458
318,20220124,978,92,112,10,601,35.65066851932446,57.829243002330095,623.1785744830057
319,20200314,273,7,72,7,201,27.997997698993025,13.902342505192626,186.9043448061996
320,20230816,678,97,729,1,454,38.911608230364,63.58639814867689,478.6747899183129
321,20241014,194,17,703,15,150,11.646509988202121,15.794502094985383,154.14799210678325
322,20240917,878,52,561,5,607,32.045483750576494,78.64958268396865,653.6040989333922
323,20230522,15,41,22,4,480,36.640058117655876,27.73793062321064,471.09787250555473
324,20230522,561,29,654,5,499,34.839441170644804,37.293581780429456,501.45414060978464
325,20220823,800,49,755,10,702,36.54340963234233,75.61136236923952,741.0679527368972
326,20200603,781,24,766,5,388,9.947898098531157,25.904113087896018,403.95621498936487
327,20240606,873,30,623,8,839,16.867341314496084,59.82278572114614,881.95544440665
328,20220810,776,63,842,6,618,59.93671132508302,59.69441928150917,617.7577079564262
329,20241115,760,38,718,6,513,20.303630260626644,34.478070846743435,527.1744405861168
330,20221218,872,23,996,7,407,13.790260576394122,44.7568867910271,437.966626214633
331,20200906,393,49,155,8,517,27.776669149324995,33.20466024627367,522.4279910969486
332,20220307,340,28,412,6,970,65.06402004303492,140.83867919500412,1045.7746591519692
333,20230115,477,84,995,5,891,92.99575909783456,46.88001379131842,844.8842546934839
334,20210616,77,87,885,3,170,17.754351781344802,17.537112443844347,169.78276066249953
335,20230426,191,8,817,2,710,71.93092639464162,60.51303357593828,698.5821071812967
336,20220821,194,17,312,10,383,16.480837791060136,41.61372421732631,408.13288642626617
337,20221013,440,46,595,15,671,48.03578108043696,55.3648410857281,678.3290600052911
338,20220305,761,60,321,20,898,72.36144376776474,48.26706988288559,873.9056261151209
339,20200418,391,88,154,18,962,32.37642943648169,107.93623049110418,1037.5598010546225
340,20240426,638,59,168,16,118,6.036945776701363,11.483930633621084,123.44698485691973
341,20220809,226,100,70,14,397,28.831351561769317,57.284621717553755,425.4532701557844
342,20210730,158,82,823,17,317,32.67930837107436,25.8233543567932,310.14404598571883
343,20220226,487,55,691,18,965,101.90879690811829,76.75520851194133,939.846411603823
344,20220722,378,71,911,3,266,10.946256181829938,19.139293077905357,274.1930368960754
345,20220402,187,63,476,9,780,47.53804880235267,68.26078088669033,800.7227320843376
346,20220914,363,6,904,1,124,16.726960123687707,9.158401359464953,116.43144123577724
347,20221123,645,51,23,6,739,70.2208349892525,79.58414335384128,748.3633083645889
